id,word,language,definition,part_of_speech,example,tag,usage_count,created_at,updated_at
745,"astronomy",en,"天文学","noun","She studies astronomy at university.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1183,"astute",en,"精明的，敏锐的","adjective","He made an astute observation.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
746,"athlete",en,"运动员","noun","The athlete trained hard for the competition.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
619,"atmosphere",en,"气氛","noun","The atmosphere was tense.","四级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
620,"attach",en,"附加","verb","Attach the file to the email.","四级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
621,"attain",en,"达到","verb","She attained her goals.","四级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
622,"attempt",en,"尝试","verb","He attempted to solve the puzzle.","四级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
623,"attend",en,"参加","verb","She will attend the conference.","四级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
624,"attitude",en,"态度","noun","He has a positive attitude.","四级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
625,"attract",en,"吸引","verb","The show attracted many viewers.","四级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
467,"attribute",en,"属性，归因于","noun","Kindness is a positive attribute.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
1101,"audacious",en,"大胆的，鲁莽的","adjective","His audacious plan surprised everyone.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
626,"audience",en,"观众","noun","The audience clapped loudly.","四级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1102,"austere",en,"朴素的，严峻的","adjective","The room was austere and simple.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
468,"authentic",en,"真实的，可信的","adjective","This is an authentic antique.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
627,"authority",en,"权威","noun","He has no authority here.","四级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
628,"automatic",en,"自动的","adjective","The door is automatic.","四级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
469,"autonomous",en,"自治的，自主的","adjective","The region is an autonomous province.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
275,"available",en,"可用的，可获得的","adjective","The manager is available for a meeting this afternoon.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
1103,"avarice",en,"贪婪","noun","His avarice led to his downfall.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
629,"average",en,"平均的","adjective","The average temperature is 20°C.","四级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
630,"avoid",en,"避免","verb","Try to avoid mistakes.","四级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
631,"award",en,"奖项","noun","She won an award for her work.","四级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
632,"aware",en,"意识到的","adjective","He is aware of the risks.","四级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
633,"awkward",en,"尴尬的","adjective","It was an awkward situation.","四级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
707,"bachelor",en,"学士，单身汉","noun","He is a bachelor of science.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
708,"background",en,"背景，经历","noun","Check his educational background.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
747,"bacteria",en,"细菌","noun","Bacteria can cause infections.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
736,"balance",en,"平衡，余额","noun","Maintain a healthy balance.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
748,"ban",en,"禁止，禁令","verb","The city may ban plastic bags.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1104,"banal",en,"平庸的，陈腐的","adjective","The speech was banal and uninteresting.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
274,"band",en,"乐队，带子","noun","The rock band performed at the concert last night.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
426,"bandage",en,"绷带","noun","She wrapped a bandage around her injured ankle.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
749,"bankrupt",en,"破产的","adjective","The company went bankrupt last year.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
709,"bargain",en,"讨价还价，便宜货","verb","They bargained for a lower price.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
646,"barrier",en,"障碍，屏障","noun","Language can be a barrier.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
710,"basis",en,"基础，根据","noun","Trust is the basis of friendship.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
750,"batch",en,"一批，一组","noun","We baked a batch of cookies.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
751,"beam",en,"光束，横梁","noun","The sun's beam lit up the room.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
752,"bear",en,"忍受，熊","verb","She can't bear the cold weather.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
436,"begining",en,"开始，开端，起点","noun","The beginning of the movie was very exciting.","",1,2025-11-05 15:19:07,2025-11-05 15:19:07
753,"behalf",en,"代表，利益","noun","I am speaking on behalf of the team.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
351,"behave",en,"表现，举止","verb","Children should learn to behave properly in public.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
711,"behavior",en,"行为，举止","noun","Good behavior is expected.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
754,"belief",en,"信念，信仰","noun","She has a strong belief in justice.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1105,"belligerent",en,"好战的，挑衅的","adjective","The belligerent nation started the war.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
647,"beneficial",en,"有益的，有利的","adjective","Exercise is beneficial for health.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
648,"benefit",en,"益处，好处","noun","The benefit of exercise is clear.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
470,"benevolent",en,"仁慈的，慈善的","adjective","He is known for his benevolent nature.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
236,"bet",en,"打赌；赌注","verb","I bet you can't finish the race.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
755,"betray",en,"背叛，出卖","verb","He felt betrayed by his friend.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
756,"beverage",en,"饮料","noun","Coffee is a popular beverage worldwide.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
324,"beyond",en,"在…之外；超出","preposition","The mountains lie beyond the valley.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
471,"bias",en,"偏见，偏爱","noun","The article shows a clear bias.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
757,"bibliography",en,"参考文献","noun","The paper includes a long bibliography.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
758,"bilateral",en,"双边的","adjective","The two countries signed a bilateral agreement.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
770,"bitter",en,"苦的","adjective","The medicine tastes bitter.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
737,"blame",en,"责备，归咎","verb","Don't blame others.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
380,"blend",en,"混合；融合","verb","Blend the ingredients until smooth.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
771,"bless",en,"祝福","verb","May God bless you.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
772,"bloom",en,"开花","verb","Flowers bloom in spring.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
773,"blunder",en,"大错","noun","He made a serious blunder.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
774,"boast",en,"吹嘘","verb","He boasts about his wealth.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
775,"bold",en,"大胆的","adjective","She made a bold decision.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1059,"bolster",en,"支持","verb","The new evidence bolstered his case.","雅思",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1106,"bombastic",en,"夸夸其谈的","adjective","His bombastic speech bored the audience.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
649,"bond",en,"纽带，债券","noun","They have a strong bond.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
776,"bonus",en,"奖金","noun","Employees received a year-end bonus.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
777,"boom",en,"繁荣","noun","The economy experienced a boom.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
650,"boost",en,"提高，推动","verb","The ad boosted sales.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
778,"bother",en,"打扰","verb","Don't bother me now.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
712,"boundary",en,"边界，界限","noun","Respect personal boundaries.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
713,"breed",en,"繁殖，品种","verb","Some animals breed quickly.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
399,"bridge",en,"桥梁，桥牌","noun","The Golden Gate Bridge is a famous landmark in San Francisco.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
651,"brief",en,"简短的，短暂的","adjective","He gave a brief speech.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
714,"brilliant",en,"灿烂的，杰出的","adjective","She gave a brilliant performance.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
779,"brisk",en,"轻快的","adjective","We took a brisk walk.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
780,"brittle",en,"易碎的","adjective","The glass is brittle.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
738,"broadcast",en,"广播，播送","verb","They broadcast the news.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
715,"browse",en,"浏览，随意翻阅","verb","I like to browse in bookstores.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
781,"brutal",en,"残忍的","adjective","The attack was brutal.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
716,"budget",en,"预算","noun","Stick to your budget.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
652,"bulk",en,"大部分，体积","noun","The bulk of the work is done.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
717,"burden",en,"负担，重负","noun","He carried a heavy burden.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
761,"bureaucracy",en,"官僚制度","noun","The bureaucracy slows down the process.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
249,"burn",en,"燃烧；烧伤","verb","Be careful not to burn the toast.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
1107,"cacophony",en,"刺耳的声音","noun","The cacophony of the city was overwhelming.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
718,"campaign",en,"运动，活动","noun","The election campaign was intense.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1108,"candid",en,"坦率的，直言的","adjective","She gave a candid opinion.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
719,"candidate",en,"候选人，申请者","noun","She is a candidate for the job.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
653,"capable",en,"有能力的，能干的","adjective","She is capable of leading the team.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
654,"capacity",en,"容量，能力","noun","The hall has a large capacity.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
472,"capricious",en,"反复无常的，任性的","adjective","The weather is capricious in spring.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
655,"capture",en,"捕获，夺取","verb","The photo captures the moment.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
384,"care",en,"关心，照顾，在意","noun","She takes good care of her elderly parents.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
720,"career",en,"职业，生涯","noun","She has a successful career.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1109,"castigate",en,"严厉批评","verb","The manager castigated the employee for the mistake.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
739,"casual",en,"随便的，非正式的","adjective","Wear casual clothes.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
740,"catalog",en,"目录，编目","noun","Check the product catalog.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1110,"catalyst",en,"催化剂，刺激因素","noun","The event was a catalyst for change.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
656,"category",en,"类别，种类","noun","Books are divided into categories.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1111,"caustic",en,"腐蚀性的，刻薄的","adjective","His caustic remarks hurt her feelings.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
657,"cease",en,"停止，结束","verb","The rain ceased suddenly.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
742,"celebrate",en,"庆祝","verb","We celebrate birthdays with cake.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
762,"celebrity",en,"名人，名流","noun","She became a celebrity overnight.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1112,"censure",en,"指责，谴责","verb","The committee censured the official.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
658,"challenge",en,"挑战，质疑","noun","This job is a challenge.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
659,"channel",en,"频道，渠道","noun","Change the TV channel.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
785,"chapter",en,"章节，分会","noun","Read the first chapter of the book.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
660,"characteristic",en,"特征，特点","noun","Honesty is his characteristic.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
763,"charity",en,"慈善，慈善机构","noun","They donated money to a charity.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1113,"charlatan",en,"骗子，庸医","noun","He was exposed as a charlatan.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
786,"chart",en,"图表，航海图","noun","The chart shows population growth.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
787,"chemical",en,"化学的","adjective","The chemical reaction was rapid.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1114,"chicanery",en,"狡辩，欺骗","noun","The contract was full of chicanery.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
764,"chronic",en,"慢性的，长期的","adjective","He suffers from chronic back pain.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
661,"chronological",en,"按时间顺序的","adjective","The events are in chronological order.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
662,"circumstance",en,"环境，情况","noun","Under no circumstances should you go.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
663,"cite",en,"引用，引证","verb","He cited several sources.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
664,"civil",en,"公民的，文明的","adjective","We have civil rights.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
765,"civilization",en,"文明","noun","Ancient Egypt was a great civilization.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
665,"clarify",en,"澄清，阐明","verb","Can you clarify your point?","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
666,"classic",en,"经典的，典型的","adjective","It's a classic novel.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
667,"clause",en,"条款，从句","noun","Read the contract clause.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
668,"client",en,"客户，委托人","noun","The lawyer met with his client.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
669,"climate",en,"气候，风气","noun","The climate is changing.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
233,"climb",en,"爬，攀登","verb","The children love to climb trees.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
788,"code",en,"代码，准则","noun","Programmers write code for software.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1115,"cogent",en,"有说服力的","adjective","She presented a cogent argument.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
473,"coherent",en,"连贯的，一致的","adjective","Her argument was coherent and logical.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
670,"coincide",en,"同时发生，一致","verb","Our views coincide.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
474,"collaborate",en,"合作，协作","verb","They collaborate on research projects.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
766,"collapse",en,"倒塌，崩溃","verb","The old building collapsed in the storm.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
338,"colleague",en,"同事","noun","My colleague will help you with the project.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
288,"college",en,"大学，学院","noun","She plans to attend college after high school.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
767,"combine",en,"结合，联合","verb","Combine the flour and water to make dough.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
475,"commence",en,"开始，着手","verb","The ceremony will commence at noon.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
1116,"commensurate",en,"相称的，相当的","adjective","His salary is commensurate with his experience.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
671,"comment",en,"评论，意见","noun","He made a positive comment.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
968,"commentary",en,"评论，解说","noun","The book includes a detailed commentary on the text.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
782,"commerce",en,"商业，贸易","noun","E-commerce is growing rapidly.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
672,"commission",en,"委员会，佣金","noun","She earns a commission on sales.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
673,"commit",en,"承诺，犯罪","verb","He committed to the plan.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
969,"commitment",en,"承诺，奉献","noun","She has a strong commitment to her work.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
674,"commodity",en,"商品，日用品","noun","Oil is a valuable commodity.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
675,"communicate",en,"沟通，交流","verb","We communicate regularly.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
676,"community",en,"社区，团体","noun","The local community is active.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
677,"comparable",en,"可比较的，类似的","adjective","The two are comparable in size.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
476,"compatible",en,"兼容的，能共处的","adjective","The software is compatible with Windows.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
678,"compel",en,"强迫，迫使","verb","The law compels action.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1117,"compendium",en,"概要，纲要","noun","The book is a compendium of knowledge.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
477,"compensate",en,"补偿，赔偿","verb","The company will compensate for the loss.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
783,"compete",en,"竞争","verb","Teams compete for the prize.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
679,"competent",en,"有能力的，胜任的","adjective","She is a competent manager.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
680,"compile",en,"编译，汇编","verb","He compiled a list of names.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1118,"complacent",en,"自满的","adjective","He became complacent after his success.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
478,"complement",en,"补充，补足","verb","The wine complements the meal perfectly.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
681,"complex",en,"复杂的，复合的","adjective","It's a complex problem.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
682,"component",en,"组成部分，组件","noun","Each component is important.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
792,"compound",en,"化合物，复合的","noun","Water is a compound made of hydrogen and oxygen.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
683,"comprehend",en,"理解，领会","verb","I cannot comprehend this text.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
479,"comprehensive",en,"全面的，综合的","adjective","We conducted a comprehensive study.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
684,"comprise",en,"包含，由...组成","verb","The team comprises five members.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
293,"compromise",en,"妥协；折衷；危及","noun/verb","They reached a compromise after long negotiations.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
789,"compute",en,"计算，估算","verb","The system can compute complex equations.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
289,"con",en,"骗局，反对","noun","He fell victim to an elaborate con.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
685,"conceal",en,"隐藏，隐瞒","verb","He concealed the truth.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
331,"concede",en,"承认；让步","verb","He had to concede defeat after a long battle.","",3,2025-11-04 03:53:43,2025-11-05 15:19:07
480,"conceive",en,"构思，设想","verb","It is hard to conceive of a better solution.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
686,"concentrate",en,"集中，浓缩","verb","Concentrate on your work.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
687,"concept",en,"概念，观念","noun","The concept is simple.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
688,"concern",en,"关心，涉及","noun","Safety is a major concern.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
689,"conclude",en,"得出结论，结束","verb","We conclude the meeting now.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
690,"concrete",en,"具体的，混凝土的","adjective","Give me concrete examples.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1060,"concur",en,"同意","verb","I concur with your opinion.","雅思",0,2025-11-06 05:15:54,2025-11-06 05:15:54
481,"concurrent",en,"同时发生的","adjective","The two events were concurrent.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
482,"condense",en,"浓缩，压缩","verb","Condense the report to two pages.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
691,"conduct",en,"进行，行为","verb","They conducted an experiment.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
483,"confer",en,"授予，商议","verb","The university will confer a degree.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
484,"confidential",en,"机密的，保密的","adjective","This information is confidential.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
692,"confine",en,"限制，禁闭","verb","Confine your remarks to the topic.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
693,"confirm",en,"确认，证实","verb","Please confirm your appointment.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
694,"conflict",en,"冲突，矛盾","noun","The conflict was resolved.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
485,"conform",en,"符合，遵守","verb","You must conform to the rules.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
695,"confront",en,"面对，遭遇","verb","She confronted the problem.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
696,"confuse",en,"混淆，使困惑","verb","The instructions confused me.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
413,"congress",en,"国会，代表大会","noun","The new law was passed by Congress last week.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
697,"conscience",en,"良心，道德心","noun","He has a clear conscience.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
722,"conscious",en,"有意识的，清醒的","adjective","She was conscious of being watched.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
405,"consensus",en,"共识，一致意见","noun","The committee reached a consensus on the new policy.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
723,"consent",en,"同意，允许","noun","You need parental consent to participate.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
724,"consequence",en,"结果，后果","noun","Consider the consequences before making a decision.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
790,"consequent",en,"随之发生的","adjective","The consequent changes were significant.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
725,"conservative",en,"保守的，守旧的","adjective","He has conservative views on economic policy.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
726,"considerable",en,"相当大的，重要的","adjective","The project requires considerable investment.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
727,"consist",en,"由...组成，在于","verb","The team consists of five members.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
728,"consistent",en,"一致的，连续的","adjective","Her performance has been consistent all season.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
486,"conspicuous",en,"显眼的，引人注目的","adjective","His red jacket was conspicuous in the crowd.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
729,"constant",en,"持续的，不变的","adjective","The constant noise made it hard to concentrate.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
730,"constitute",en,"组成，构成","verb","These elements constitute the basic structure.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
731,"constrain",en,"限制，约束","verb","Budget constraints limited our options.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
732,"construct",en,"建造，构建","verb","They plan to construct a new bridge next year.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
733,"consult",en,"咨询，商议","verb","You should consult a doctor about that pain.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
734,"consume",en,"消耗，消费","verb","The engine consumes a lot of fuel.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
735,"contact",en,"联系，接触","noun","Please keep in contact after you move.","六级",0,2025-11-06 05:15:54,2025-11-06 05:15:54
487,"contemplate",en,"沉思，考虑","verb","She sat quietly to contemplate her future.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
367,"contemporary",en,"当代的；同时代的","adjective","She studies contemporary art.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
793,"context",en,"上下文，背景","noun","It is important to understand the context of the quote.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
392,"continued",en,"持续的，继续的","adjective","We appreciate your continued support for our project.","",2,2025-11-05 15:19:07,2025-11-05 15:19:07
794,"contract",en,"合同，契约","noun","She signed a contract with the company.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
488,"contradict",en,"反驳，与...矛盾","verb","His actions contradict his words.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
795,"contrary",en,"相反的","adjective","Contrary to popular belief, bats are not blind.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
796,"contrast",en,"对比，对照","noun","The contrast between light and dark is striking.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
797,"contribute",en,"贡献，捐献","verb","Everyone can contribute to the discussion.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1020,"controversial",en,"有争议的","adjective","It is a controversial topic.","雅思",0,2025-11-06 05:15:54,2025-11-06 05:15:54
798,"controversy",en,"争议，争论","noun","The new policy caused a lot of controversy.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
1184,"conundrum",en,"难题，谜语","noun","Solving this conundrum requires creativity.","GRE",0,2025-11-06 05:15:54,2025-11-06 05:15:54
489,"convene",en,"召集，集合","verb","The committee will convene next week.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
817,"conventional",en,"传统的","adjective","They follow conventional methods.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
490,"converge",en,"汇聚，集中","verb","The roads converge at the city center.","六级",0,2025-11-06 05:12:58,2025-11-06 05:12:58
799,"converse",en,"交谈，相反的","verb","They conversed for hours about their travels.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
800,"convert",en,"转换，转变","verb","She converted the garage into a studio.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
801,"convey",en,"传达，运输","verb","The painting conveys a sense of peace.","托福",0,2025-11-06 05:15:54,2025-11-06 05:15:54
